Movie Title,Year of Realease,Genre,Movie Rating,Duration,Gross (In Millions),Metascore,Votes
Kill Bill: Vol. 1,2003,"Action,Crime,Drama",8.2,111,70.10 ,69,"1,106,348"
Abominable,2019,"Animation,Adventure,Comedy",7,97,60.72 ,61,"38,652"
The Scorpion King,2002,"Action,Adventure,Fantasy",5.5,92,91.05 ,45,"139,017"
Sweet Home Alabama,2002,"Comedy,Romance",6.2,108,127.22 ,45,"114,304"
Daddy's Home 2,2017,Comedy,6,100,104.03 ,30,"73,585"
Hacksaw Ridge,2016,"Biography,Drama,History",8.1,139,67.21 ,71,"519,526"
Deja Vu,2006,"Action,Crime,Sci-Fi",7.1,126,64.04 ,59,"311,544"
The Post,2017,"Biography,Drama,History",7.2,116,81.90 ,83,"151,213"
Dangerous Minds,1995,"Biography,Drama",6.5,99,84.92 ,47,"53,396"
The Dictator,2012,Comedy,6.4,83,59.65 ,58,"306,587"
The League of Extraordinary Gentlemen,2003,"Action,Adventure,Fantasy",5.8,110,66.47 ,30,"176,615"
Allegiant,2016,"Action,Adventure,Mystery",5.7,120,66.18 ,33,"122,686"
Daredevil,2003,"Action,Crime",5.3,103,102.54 ,42,"220,544"
City Slickers,1991,"Comedy,Western",6.8,113,124.03 ,70,"57,660"
He's Just Not That Into You,2009,"Comedy,Drama,Romance",6.4,129,93.95 ,47,"173,744"
Eagle Eye,2008,"Action,Mystery,Thriller",6.6,118,101.11 ,43,"187,619"
Along Came Polly,2004,"Comedy,Romance",6,90,88.10 ,44,"136,227"
Flushed Away,2006,"Animation,Action,Adventure",6.6,85,64.67 ,74,"126,561"
Scary Movie 4,2006,Comedy,5.1,83,90.71 ,40,"121,998"
Dante's Peak,1997,"Action,Adventure,Thriller",6,108,67.13 ,43,"91,310"
Brokeback Mountain,2005,"Drama,Romance",7.7,134,83.04 ,87,"356,481"
Patriot Games,1992,"Action,Thriller",6.8,117,83.29 ,64,"112,761"
Flubber,1997,"Comedy,Family,Sci-Fi",5.3,93,92.98 ,37,"90,045"
Baywatch,2017,"Action,Comedy,Crime",5.5,116,58.06 ,37,"186,464"
Double Jeopardy,1999,"Crime,Drama,Mystery",6.5,105,116.74 ,40,"87,441"
War Horse,2011,"Action,Adventure,Drama",7.2,146,79.88 ,72,"157,803"
Paranormal Activity 2,2010,"Horror,Mystery",5.7,91,84.75 ,53,"104,677"
How to Lose a Guy in 10 Days,2003,"Comedy,Romance",6.4,116,105.81 ,45,"238,604"
AVP: Alien vs. Predator,2004,"Action,Adventure,Horror",5.6,101,80.28 ,29,"201,179"
Ying xiong,2002,"Action,Adventure,Drama",7.9,120,53.71 ,85,"181,634"
The 40 Year Old Virgin,2005,"Comedy,Romance",7.1,116,109.45 ,73,"436,221"
The Butler,2013,"Biography,Drama",7.2,132,116.63 ,65,"115,446"
The Haunting,1999,"Fantasy,Horror,Mystery",5,113,91.41 ,42,"76,733"
The Descendants,2011,"Comedy,Drama",7.3,115,82.58 ,84,"242,388"
The A-Team,2010,"Action,Adventure,Thriller",6.7,117,77.22 ,47,"259,316"
Tootsie,1982,"Comedy,Drama,Romance",7.4,116,177.20 ,88,"107,311"
In the Line of Fire,1993,"Action,Crime,Drama",7.2,128,102.31 ,74,"104,598"
Analyze This,1999,"Comedy,Crime",6.7,103,106.89 ,61,"154,726"
The Hitman's Bodyguard,2017,"Action,Comedy,Crime",6.9,118,75.47 ,47,"230,821"
